@relation training_set

@attribute branch-load-misses numeric
@attribute branch-loads numeric
@attribute L1-dcache-load-misses numeric
@attribute branch-store-misses numeric
@attribute branch-stores numeric
@attribute dTLB-load-misses numeric
@attribute dTLB-loads numeric
@attribute iTLB-load-misses numeric
@attribute iTLB-loads numeric
@attribute L1-dcache-loads numeric
@attribute L1-dcache-store-misses numeric
@attribute L1-dcache-stores numeric
@attribute L1-icache-load-misses numeric
@attribute L1-icache-loads numeric
@attribute branch-misses numeric
@attribute bus-cycles numeric
@attribute cache-misses numeric
@attribute cache-references numeric
@attribute cpu-cycles numeric
@attribute instructions numeric
@attribute label {malware,benign}

@data
18828,88945,17008,397571,1611545,296911,4067390,229076,48392341,4206637,336279,4206637,909382,13888485,605826,85487373,359194,4247628,99403387,12640633,benign
1034464,8889511,749178,706694,3242363,522866,6738350,345655,79721020,7225189,551101,7261234,1111617,19802227,795626,152199782,562542,6935394,121942661,15359055,benign
17780,74617,16803,541531,2117769,358384,5719559,320236,65365340,5961827,481457,5940979,610150,9310258,409469,111290428,563470,6843520,82945071,10883295,benign
34206,165608,25996,434237,1774533,317226,9140825,401591,88324268,7668322,592234,7755569,821222,13123988,550088,156798468,644805,8403172,145417877,17511200,benign
17653,71687,15959,712487,3093152,543489,6796153,315968,67541764,7283574,548627,7201829,716639,12178366,490320,119747119,475602,5768242,124335864,21957338,benign
29122,135446,22519,646981,2571719,443874,3963797,224066,44639356,9730253,700759,9709554,758309,12427012,514595,82408803,363330,4333196,89500717,12482955,benign
267591,2687563,194043,913022,4317404,648612,8167816,400955,96021891,7836100,603428,7836100,986564,16849905,685630,155946606,601526,7602134,173674540,23579417,benign
30283,138403,22930,584819,2203357,389894,5074776,292468,56487040,5557836,453134,5576273,760550,11652724,503813,94441126,461768,5243240,89509313,13633107,benign
18779,73120,15765,629022,2500774,445433,6530151,339340,81177307,7946734,600885,7998164,711138,12041212,486853,133665044,532592,6440824,161811952,19462891,benign
35404,167529,25830,577789,2555624,450404,3953174,223427,46606469,5383259,417990,5328318,1111526,18102319,751725,94917310,376115,4384168,69410771,9697917,benign
18161,74830,16106,400287,1575348,288341,4084152,223390,47966976,6054206,484732,6039280,881772,13343206,586169,77095927,346951,3975582,94061987,12154754,benign
1201726,10875458,995136,1007997,10698370,894748,6459141,336457,77474000,7119071,560186,7119071,993271,17729386,692574,149053277,571925,7027263,119188487,14476085,benign
23998,101160,18469,435226,1963808,313102,5671313,315381,63590035,5525117,415114,5525117,608139,9364414,406979,109992361,497690,6000135,111572727,15300580,benign
328006,5525061,288298,418459,1697475,304000,22553328,401682,125980973,18931729,766027,18966825,855132,41912538,910740,272706857,929405,21096701,286283618,61761979,benign
26735,107064,20257,774553,3462882,569035,5972154,297391,70438412,7344308,549681,7309212,843493,20934671,653331,136787949,521544,6581502,124510608,17612562,benign
34075,164629,25377,588429,2276955,405732,3473187,204936,41429420,3968011,317674,3968011,656476,10709435,447854,76486223,330961,3896453,85682516,12246401,benign
27155,106055,21204,819501,3663362,588080,7956527,377342,88467786,7868221,592706,7868221,1044152,17399357,721683,163376253,622200,7850542,176460344,22603366,benign
33737,152460,25234,578503,2214878,394110,4820046,289666,54914039,3766805,307775,3766805,641106,10170021,432832,93014378,454342,5208670,95120677,14466344,benign
23902,101809,18313,652754,2808726,487562,7177747,358516,84101980,6104501,470886,6138796,728739,12324832,495413,135536774,529277,6838604,187255406,25340328,benign
30399,141670,24444,583333,2583097,433889,3679851,213426,43885833,4591584,374377,4557289,1059604,17724266,719306,87700880,371788,4260745,76588815,10447472,benign
17326,71221,15938,495013,2056574,356428,4055345,220876,48756741,4000677,326111,4000677,863668,13278039,582499,77741585,342208,3991587,99001876,12811458,benign
1157326,10025504,819504,894841,4929836,669756,10223394,403082,91385773,9462320,669250,9462320,915158,16122269,629615,173270044,742225,10202552,139588373,23507366,benign
28545,128251,22300,682553,3664405,484587,5723273,313018,64367352,4041187,328287,4041187,586379,9070245,393034,102437522,479544,5560523,82819178,10995070,benign
26728,131066,21275,467576,1882676,340825,10496182,413027,93367054,6070322,468815,6070322,763233,12835448,523246,145915528,657770,9974799,135323010,16477874,benign
17463,86356,15392,836722,3945384,609717,5991713,321537,69587020,5990875,476462,6038402,783454,15311641,579318,114352237,466497,5543643,109949657,16742296,benign
24498,124217,20166,613545,2329643,431382,5048083,287402,54727302,3832634,307481,3785107,639206,10933674,448821,71284113,316553,3606468,71888388,10172557,benign
22102,93106,18287,798120,3432361,597776,8534829,402970,100246952,9939162,706019,9939162,943125,15721552,646127,153501884,594981,7326564,161967435,19693345,benign
29027,152377,22935,628560,2511941,440950,6244547,320447,63074033,5636570,404133,5636570,631469,10169134,425002,95499863,493949,6896691,88517219,13513094,benign
42578,176079,16085,444578,5440363,168889,7102439,54537,6979133,81516663,1590523,80974846,698267,8121221,393789,781306046,5830360,285215137,190756954,157512821,benign
706303,37305671,696814,729722,37391913,361306,67837075,86570,56926534,59575574,778012,59575574,611677,51108743,750137,141157481,793629,60064875,138032681,147362931,benign
4159,31813,3760,5135,35018,9204,79029,3621,597868,80070,4405,80070,6666,168483,5010,1667892,4445,82973,1625251,206366,benign
15657,135223,11149,16359,134973,12097,253736,4514,2294540,222893,11062,222893,23145,856897,16851,5909930,11227,229836,5820444,1974236,benign
478718,6993308,370002,743381,8555839,606464,15216384,239181,61956788,14290662,504633,14320133,636557,32940859,748836,141711508,519335,14602522,155386738,41186670,benign
4433,31794,3884,4858,33815,8462,84785,3713,759845,482284,21207,452813,8587,166377,6178,3797601,9053,182033,3549829,428679,benign
6650,74515,7197,7165,82899,16551,196891,4738,966410,172487,8003,172487,8020,391722,6890,2209268,11764,198668,3765713,500090,benign
5092,36545,4113,5670,39204,9208,88082,4148,795984,88584,4776,88584,7683,218346,6335,1853397,4287,87214,1393032,254917,benign
4758,34418,4011,4638,34458,8462,81428,3928,554130,82584,4254,82584,5946,186922,5170,1479829,4080,82402,1702535,224573,benign
631631,4844569,380346,42198,193007,26624,454260,14092,4729769,290167,16817,290167,39931,809058,38765,7356420,19168,286445,7572930,836391,benign
5640,37689,5019,11153,135217,10931,336826,5232,1266870,439333,21578,439333,37846,542661,14835,7386070,21664,553498,5566600,1025714,benign
5687,40582,4139,5863,39526,9302,93512,4148,942858,84910,4158,84910,6440,200762,5452,2031615,4680,89536,1843864,230589,benign
5297,36816,4642,4396,33929,8318,730271,7527,1329082,81989,4126,81989,6258,192454,5235,1734788,3925,82072,4893808,1256844,benign
6036,38044,5331,31139,279301,14029,58728,2767,617411,567780,13863,567780,6134,186321,5166,5477551,14970,586925,1554307,172346,benign
38717,308554,19896,9182,43909,9323,101243,5009,1212763,98777,7424,98777,42541,835702,36331,2848994,7041,94883,3255399,273518,benign
4768,28594,4394,4501,27481,6792,59052,2811,670544,58405,3538,58405,5998,155589,4874,1538713,3935,62542,1141677,172312,benign
25898,258577,11572,24160,247494,8887,579244,4311,1113314,480179,9826,480179,23745,602432,24114,3892845,10315,493143,3012401,1103393,benign
3891,16399,3727,3829,15223,3583,35547,2155,416282,34423,3292,34423,5307,93148,3974,1001151,3490,37596,1212989,104792,benign
3451,14308,3295,3947,15951,3562,43403,2133,533336,40810,3751,40810,5388,94089,4144,882912,3425,37352,1149155,108775,benign
14186,66280,10387,12129,56351,9052,40219,2333,669240,42727,4060,42727,7077,118565,5290,1594004,4110,44187,1208354,122974,benign
3748,15681,3578,4369,17584,3849,118240,3627,2050950,107739,7882,107739,15202,302349,11796,2983464,8159,119641,3750496,336702,benign
3515,14425,3283,3777,15147,3522,35031,2059,407797,36938,3645,36938,6442,119910,5056,991547,3490,37427,1059352,97696,benign
3565,14489,3373,4505,17911,3962,40780,2132,600317,46938,4242,46938,4955,88263,3946,1513493,4555,50211,1278292,122103,benign
3556,14490,3325,3765,15098,3504,37892,2077,449323,39682,3890,39682,5459,93436,4002,1248893,3644,38993,1396669,104778,benign
8324,29658,6888,3607,14517,3316,36590,2009,402595,37805,3574,37805,5803,98454,4413,815699,3483,37374,1209960,98297,benign
3762,15070,3430,3832,15287,3538,35657,2160,605180,34425,3326,34425,5570,98329,4341,1385544,3729,40231,1417873,121862,benign
3502,14247,3240,3749,15417,3665,43342,2261,591987,41705,3884,41705,4747,85885,3725,1582771,3795,39915,1306053,98560,benign
3488,14213,3226,4311,16490,3785,44278,2423,787365,2447964,77950,2447964,6642,110371,4871,1355991,3518,38069,1473624,101850,benign
4177,16338,3914,3598,15020,3476,35616,2101,511321,43840,4307,43840,7299,115964,5338,1631203,4375,45183,1467672,113309,benign
15082,70572,11307,20782,123847,10440,167297,5941,2261617,213743,14054,213743,33020,414056,20662,4765173,14329,185560,5362918,582042,benign
3499,14426,3307,3634,14627,3370,38210,2189,518977,41023,4012,41023,6304,94605,4538,1335437,4425,47194,1070497,107076,benign
4093,15796,3702,4497,18339,2818,40202,2094,546313,35688,3512,35688,6738,110777,4986,1371453,3575,38342,886331,104924,benign
3518,14377,3329,3544,14495,3304,39412,2095,645755,37083,3599,37083,5370,93552,4134,1391311,3408,37050,1365126,100574,benign
3596,14555,3399,3706,15067,3409,2491092,64082,11226830,36007,3515,36007,5137,94144,4107,1256504,3539,38327,1196742,106212,benign
10457,169719,8452,9950,171512,12616,449129,6924,829460,37507,3651,37507,19449,410701,11473,1491377,4011,42696,1334175,113293,benign
4598,18171,4124,4310,18190,4339,37085,2145,459007,387443,8106,387443,5479,92899,4073,2428214,7986,385643,2582504,930167,benign
3979,16390,3684,4587,17680,3942,35855,2081,418685,37103,3590,37103,4868,87480,3827,1069550,3393,37417,873887,97089,benign
3635,15071,3373,4055,15860,3697,37755,2125,564050,36158,3544,36158,5477,95555,4223,1243370,3864,40715,886155,96753,benign
3524,14359,3307,4304,16739,3748,34702,2101,447782,34676,3344,34676,5362,93866,4262,1519282,3619,38299,1079867,100591,benign
4800,18377,4396,3812,15535,3459,35114,2071,445782,30778,2820,30778,5572,96244,4246,1507186,4163,44038,907802,98613,benign
3635,14448,3326,4071,16709,3703,38665,2151,600194,34597,3288,34597,6303,105479,4733,1158886,3445,37184,942748,99682,benign
3710,14734,3424,3540,14514,3297,34806,2077,445883,34897,3311,34897,5604,103049,4448,1328849,3424,37539,1384353,124189,benign
3883,15060,3506,3809,15003,3453,34996,2012,470524,39203,3885,39203,4832,86763,3814,1058448,3860,42169,755428,97116,benign
3519,14345,3303,3572,14636,3363,36142,2108,537063,33057,4237,47777,4560,83912,3559,1263181,3406,36991,694851,66472,benign
9984,37763,8238,7301,29338,6000,74887,4339,1399734,89084,6908,74364,12210,229582,9331,101115048,329902,9852068,3181241,215390,benign
3542,14230,3254,3533,14386,3306,37545,2104,502853,34999,3339,34999,5828,111885,4676,1006754,3816,41474,922883,99607,benign
3361,14154,3207,4023,16135,3770,35813,2130,584772,38522,3678,38522,7512,105194,5313,1255672,3713,38691,833198,109584,benign
3677,14521,3385,3726,15169,3586,34910,2044,475925,34348,3330,34348,5366,93615,4160,1101352,3721,39674,1073803,101592,benign
3714,14900,3445,3583,14772,3496,42003,2303,704529,36640,3418,36640,4183,75727,4483,1058519,3622,38739,1520288,113959,benign
4161,15810,3466,2865,12314,2819,34750,2056,534315,30716,2952,30716,5733,100513,3153,1220027,3426,37557,911382,97009,benign
3586,14425,3243,3590,14458,3336,39430,2044,505484,36051,3429,36051,4834,87169,3900,909808,3915,41773,1087984,96802,benign
4104,16324,3872,3583,15104,3520,34209,1979,381598,34880,3372,34880,4982,88673,3931,1128838,3814,41669,1090268,117101,benign
3497,14355,3292,3466,14215,3272,37765,1702,527087,34803,3319,34803,6471,119912,5125,924695,2405,27114,730158,102956,benign
4141,16478,3696,4101,16172,3825,41447,2217,550005,37865,3603,37865,5184,91055,3965,845362,3375,36476,1161409,103548,benign
3706,14996,3434,3984,15399,3524,40352,2098,491798,34696,3353,37081,5972,101436,4463,945473,3610,39479,1123339,115090,benign
4662,17489,3679,3744,14993,3450,33941,1875,425812,37379,3562,34994,4258,80672,3361,1136801,3484,36608,1209001,97891,benign
3734,14735,3426,3624,14615,3384,39750,2129,556820,34393,3290,34393,4857,86939,3815,1115047,3507,37515,1349648,117654,benign
4001,16115,3572,4323,16818,3679,32906,1770,441008,36833,3475,36833,6427,113318,4994,1452301,3648,40011,1041575,110658,benign
4245,17653,3223,3698,14794,3448,34758,2110,492439,37484,3625,37484,5794,98329,4365,1530121,3552,39655,880065,84816,benign
5884197,81107708,3653798,10819982,173567525,4804549,500996372,1789117,359398010,388340417,7550257,387757140,13385189,382978944,11228437,1195631159,8040904,403907927,1175464731,975152412,benign
1816606,67997819,1798191,1082921,60126632,669360,170180631,364488,113550014,115108925,1421007,115108925,1538842,90169272,1284813,247328809,1357658,114749646,266329360,279363196,benign
746703,6783921,688711,89260,415168,34384,5304349,34319,6501251,2109964,82140,2109964,340040,2944647,187796,16355649,89569,2244641,18956990,4352212,benign
972939,7696777,790127,232287,1359326,157382,824057,28636,10276739,3475832,148501,3475832,226092,9134670,213531,17839335,65071,845546,47644959,12486253,benign
280481,3237819,238935,521189,4898118,475991,5288071,44708,19168820,5330666,272132,5330666,164248,12179144,318034,86410519,357469,8122993,62709207,15465789,benign
12909954,191922751,8810855,152118,1043889,124894,2721985,61006,10572275,2370373,118774,2370373,234998,3694417,158718,25606767,124196,2530128,27958473,5763034,benign
181279,1503917,87735,191209,1392943,299495,594081,28262,6031678,575416,55818,575416,87668,1371350,62349,11499129,56908,638779,12002039,1725234,benign
44993,370282,29470,60146,215873,53672,623794,25807,5717595,599372,54334,602337,89291,1403104,64934,12088429,56407,617062,11491670,1680438,benign
163482,1199780,116208,54066,188648,47648,471109,24709,4952112,481059,48468,478094,82940,1252164,59324,10023763,49396,559674,9515026,1475064,benign
28810,223919,22097,24622,105085,23722,212302,11722,1971771,181455,13230,181455,19640,457616,16793,3476406,16849,225809,4484374,755059,benign
30213,136825,22843,26332,117743,27904,274578,16144,3063300,288716,22021,288716,33858,735947,28039,6342393,23048,305350,6088925,807278,benign
104927,768328,76926,14618,67642,16276,191562,11311,1503954,164069,11618,164069,16960,404425,14647,3280115,12019,166181,3185446,453899,benign
74910,511837,51437,15696,73100,17831,191892,10907,1619135,180594,13094,180594,21141,483699,18210,3382570,15503,204215,2681517,489943,benign
39878,284159,31774,21843,102500,24973,237488,14309,1745143,264816,19627,264816,27204,641550,23711,4089674,19384,265608,4826633,720329,benign
16358,70979,14259,13979,64886,15777,178501,10993,1622647,162311,11681,162311,15960,398690,14466,3030374,12681,171600,2993553,453267,benign
20782,86110,17690,15476,72779,18056,185878,10978,1551707,177637,12786,177637,18862,452260,16506,2931969,13140,182487,2904179,511968,benign
18448,82795,16077,20740,95984,23412,219547,13028,1643191,346742,22397,346742,23455,578388,21028,6880704,24248,369616,3133038,655678,benign
17488,76962,15300,14838,71841,17518,199891,12077,1412066,169796,12624,169796,27925,736723,26072,2382414,13264,176189,3378656,532933,benign
15965,70399,13668,14966,71957,17943,393761,11912,1740775,182085,13922,182085,18005,423811,15808,2434751,14121,185420,2533699,495654,benign
17626,79120,15425,31017,157468,28207,205578,12066,1601073,245980,17721,245980,24772,578141,21743,3981635,17214,230589,3297389,713550,benign
177430,1376448,139733,12935,60478,14803,170442,10247,1222650,155766,11586,155766,15220,373683,13706,2382818,11494,156601,2446366,442337,benign
17648,75867,15273,16648,76409,18797,189957,11519,1700032,189149,14275,189149,21093,488731,18546,3065488,14538,193557,3049157,550763,benign
17846,80837,15786,18843,89220,22254,203442,12281,1997746,228364,16857,228364,30466,509034,22993,4000805,17425,248958,5368542,659487,benign
36627,319408,25700,13112,61234,15042,349180,16226,3703832,152067,11091,152067,16077,389110,14172,2791161,11398,154786,3373835,469553,benign
18674,80725,16131,16993,77766,19111,229673,14035,1870959,201082,13923,201082,20349,484298,18087,5973980,22967,381525,6793171,1083436,benign
18990,83174,15861,35467,183592,30100,146016,8892,1310044,406433,25187,406433,39109,1000294,36291,4179636,16675,221023,3629232,619761,benign
15290,66645,13117,12629,58849,14265,168684,9815,1306257,147791,11051,147791,14893,359431,13299,3151478,11531,155080,3536746,433439,benign
29746,147348,21258,14813,67432,16479,210962,12773,1739701,166333,12766,166333,17282,411292,15500,2637977,12804,169288,2565495,472573,benign
20385,88458,17904,22169,97111,23631,164225,9893,1300522,233562,17964,233562,24114,566244,21224,4362380,18822,248206,3293604,663481,benign
34567,643738,24126,21960,146623,19106,254683,11695,2049985,296770,19196,296770,34322,694785,27937,4505701,16137,212170,5276177,618400,benign
15346,66548,13287,19989,99262,19173,311649,14071,2371398,165916,12542,165916,16829,403061,15204,4055444,15060,209210,3596783,606393,benign
20659,88832,17826,21353,95863,23335,195873,9064,1354837,232599,17901,232599,26488,595257,22622,4245540,18422,239987,3907920,689891,benign
15023,65948,12980,14928,64744,15247,172939,10101,1852743,165751,13015,165751,14603,357219,13149,2861745,12700,164485,3236151,440466,benign
15466,66896,13116,20628,87352,19510,219650,13167,1829676,174374,13467,174374,17278,415285,15769,3959295,13760,179107,2884562,482125,benign
18856,81657,16539,20464,91960,22035,145278,8902,1320861,216003,16286,216003,22598,533894,20101,4537515,16659,222752,3516847,597464,benign
93651,698094,63108,57672,502235,46729,1117343,29342,5509224,521502,18264,521502,60566,1902448,58403,9293136,45762,1064703,10606510,2892938,benign
19637,92004,15607,14572,63617,15385,203560,12608,1844090,177407,13742,177407,17647,396543,15187,3061014,13750,177117,3181274,457504,benign
16208,66327,13838,19114,84311,20095,139201,8527,1177272,755793,43382,755793,22871,511109,19669,3378931,16120,208889,3341822,591774,benign
14042,56881,11947,12893,57408,13637,154133,9659,1227395,140580,10549,140580,15430,349304,13242,2057989,11124,149650,2684573,441050,benign
15625,62863,13474,16561,72181,17198,243405,13659,2026170,174073,13598,174073,19664,432720,16825,2842342,14808,191247,3685615,522402,benign
23822,219079,19064,19346,84763,20495,143232,8807,1135106,209819,16121,209819,21943,504858,19157,3356328,16276,214080,3009124,615349,benign
15325,60476,13214,12600,56533,13413,159179,9815,1287881,145490,10819,145490,15499,355588,13578,2387144,11487,153453,2768198,448501,benign
18184,69452,15148,16059,71038,17115,227243,14229,2003931,181057,13997,181057,19804,441062,17106,2632188,14246,183549,2990379,551947,benign
20241,87258,14410,19159,84713,20220,146970,8882,1100046,208091,16011,208091,22899,521749,20051,3253538,17333,225211,3355152,628975,benign
392604,6199427,346566,315117,5483552,297370,160326,9879,1147552,140404,10399,140404,56560,20736708,319077,93611492,296127,10028353,2544317,442703,benign
21141,97641,16438,14494,64253,15563,214054,13137,1727922,158565,12091,158565,19798,437137,17025,2325066,12358,162463,2942298,481218,benign
18362,74064,16140,21160,91624,21952,163973,10092,1332796,227945,17444,227945,27772,608539,23793,3425588,19137,246342,3804944,662350,benign
35253,309387,24150,12650,56741,13599,156986,9870,1270930,142193,10675,142193,19189,409418,15745,2432111,11178,148463,2655918,447651,benign
27404,133158,20043,14868,65350,15628,210650,12848,1740621,159019,12029,159019,17965,408502,15697,2426016,12958,170675,2394057,454148,benign
26039,118689,20354,22333,96311,22951,166528,10162,1357075,224004,17160,224004,24786,565136,21754,3526099,18639,243881,3432531,699905,benign
13294,53144,11698,13261,59164,13892,165072,9831,1199940,143746,10567,143746,20450,420793,16049,2435898,10954,147903,3569508,440990,benign
13364,53393,11821,15646,67601,16248,214969,12897,1759094,163433,12515,163433,17199,396850,15216,2291467,13345,172479,2439146,472570,benign
17165,68427,14867,23415,101581,22775,146049,8954,1407285,209536,15688,209536,22991,524011,19911,3699598,16157,214154,4002670,648807,benign
78704,533336,57698,16082,74246,13644,180431,11315,1582528,162647,12238,162647,18628,408305,15694,3395874,13250,172799,2997654,478560,benign
13017,49113,11381,15671,68268,16148,213102,13031,1864912,161675,12061,161675,17690,403373,15565,3184537,12906,170705,2443391,476174,benign
14518,55749,13315,19152,85811,20562,151207,9104,1161886,205377,15456,205377,24777,491116,20459,2879202,16459,213739,2932821,630609,benign
12619,47883,11178,13175,59186,14085,10192226,20286,26556097,142477,10469,142477,16118,367182,14061,2646146,10977,149509,2460822,417520,benign
15686,57959,13931,17240,74234,17778,226642,14492,2028232,176360,13405,176360,23137,480533,18547,2769014,14956,192379,5561720,881859,benign
14678,56084,13172,29668,146702,25309,142542,8962,1108497,10160747,303099,10160747,50606,1616103,53793,5663387,22367,337054,34856321,30083769,benign
107641,1624851,83822,9155774,196461663,5623164,500210288,2118235,420511376,306054523,7453763,306054523,10167363,347303905,8935104,749136538,6584226,266790322,982516259,793237388,benign
235194,9864202,268588,1629063,31427064,1753330,37514767,412822,86414674,34547870,826929,34547870,1245448,61584630,1212636,216499325,900288,37704870,225654146,115245448,benign
212199,3362461,180085,0,0,0,0,0,0,32409,3122,32409,0,0,0,0,0,0,0,0,benign
647729,12047134,1229920,10427,106062,5922,161461,849,2067350,150573,6191,150573,12380,1191105,10651,4013693,6719,153808,3373123,2126651,benign
1465534,21569992,1581631,50933,716544,37986,986681,2945,3351134,1026320,82134,1026320,31853,1439963,49596,27441805,80255,1029392,20908852,2943218,benign
149882,1318370,137458,1249294,14388108,1037704,23771024,350192,73524182,20153159,939572,20153159,1095607,48378298,1108465,104320021,713278,22237309,101459578,70989264,benign
791423,15177666,1314441,11670,73908,5868,166307,1988,386284,126490,5412,126490,54843,1468666,43134,2374331,5473,136588,2533794,397311,benign
118776,1129225,114228,48508,298427,58990,694012,23349,2548722,681141,37835,681141,65911,1672952,54762,9374474,41746,1183088,4520433,1574269,benign
147060,1353767,130358,0,0,0,0,0,0,0,0,0,3836,54787,2678,0,0,0,0,0,benign
142756,1230196,128765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
534266,5187678,579304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548506,57009,benign
105436,987868,97403,539,1527,300,3886,236,114699,6162,578,6162,1240,15963,812,205933,390,4433,141615,11976,benign
331884,2920030,316544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
161738,1382670,144513,0,0,0,0,0,0,0,0,0,11943,113339,7209,0,0,0,0,0,benign
864166,10747541,1190784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361920,68348,benign
161939,1211976,136929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
97483,758203,88745,4516,16704,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
115807,864335,98067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
282179,2731555,332648,0,0,0,45032,1316,235043,0,0,0,0,0,0,0,0,0,0,0,benign
331450,3906486,422853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
112222,838972,97888,0,0,0,0,0,0,0,0,0,0,0,0,377497,2096,33019,0,0,benign
93688,744388,86230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
359039,3272599,346737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
93440,722847,85603,0,0,0,0,0,0,0,0,0,0,0,0,288715,1932,39181,0,0,benign
97834,733050,89669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
96048,725910,86983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
231405,1755842,204953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
92956,712114,84203,0,0,0,0,0,0,0,0,0,8639,60861,4794,0,0,0,816223,132656,benign
90218,706987,82142,0,0,0,0,0,0,0,0,0,10444,56566,5404,0,0,0,0,0,benign
92207,712365,83477,1279,3620,200,4582,199,211658,7797,506,7797,2488,12369,1269,469960,1164,21070,160233,14007,benign
189109,1450898,171057,2820,8572,1297,24534,1068,321936,21689,2281,21689,4318,41628,2822,596252,1511,16677,921317,62190,benign
93285,756171,85931,465,1288,300,2954,176,38571,3455,426,3455,748,13728,598,104840,447,3825,250862,10404,benign
96427,761059,88743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392160,67962,benign
96505,763026,88227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
339911,2930464,329829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
92906,745197,85188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345634,79756,benign
98594,758760,89876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
94759,747051,85983,406,1207,290,2946,188,52902,3298,394,3298,650,7617,471,140471,440,3683,182799,10988,benign
425418,5036622,533655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
97617,754655,88167,433,1191,288,5287,234,59017,3191,397,3191,618,7506,431,123866,436,3678,174895,16856,benign
97896,754686,88398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
91355,735294,83293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
196037,1539854,176166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
93353,744057,85118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
172921,1704596,178211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
184497,1469714,176540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
198870,1526036,174982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
88759,700523,80703,0,0,0,0,0,0,0,0,0,10818,52277,5339,0,0,0,0,0,benign
87647,697352,79265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
160562,1269617,138315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
161458,1333076,145232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
166835,1175257,130480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
606560,6084901,684321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
450034,5031312,528103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
176070,1256666,135427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
385755,3352234,362780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
88908,725358,77117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
85506,668526,73556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
122089,946184,105509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
2479106,20945239,1043884,17673281,342071425,14230538,735006858,4131637,555979963,635439434,10704629,635439434,29050680,618511481,18648527,1790221936,11473905,659085558,1917211919,1708836155,benign
528660,45263665,737913,639495,56209370,424033,110667087,26001,62550005,97759427,1039811,97759427,350016,72248390,628097,185140164,1039531,94696573,209806004,246166719,benign
56479,316478,42948,97483,438029,83906,975589,49230,9984665,1026795,78179,1029825,144128,2452959,102470,13183669,76549,1315071,15302228,2818432,benign
14064,149195,8808,56696,278400,44902,644385,17647,4403321,581341,47167,581104,82967,1761750,56924,12076506,47394,572731,11849053,3377814,benign
290664,3991681,275284,362860,4471952,278434,7025647,27022,22166171,6568778,322501,6565985,130007,15053228,358899,81523757,331505,6748360,78591685,19447557,benign
20215,139686,11103,63722,279817,47870,702263,21360,4868854,647986,48379,647986,93729,1346732,62839,11328267,53727,762810,9042504,1775059,benign
34136,267405,24252,73357,462488,48648,1106067,23011,4945701,992856,55962,992856,98729,1764877,74811,10991954,58904,1049127,9530100,2596137,benign
10698,43767,5830,55501,174591,39639,442753,18507,4444958,387045,40860,389846,76503,1035150,52531,8827678,48600,486612,8560024,1238459,benign
970,10847,1005,39782,132239,32448,363488,14989,3844770,341573,36308,338772,62934,854799,43028,7611252,43499,415341,6658749,1072072,benign
12561,58472,10374,9915,48178,8573,100782,5454,1177111,118737,7398,118737,20344,342636,13978,3069436,6815,107871,4469548,581658,benign
