@relation training_set

@attribute branch-load-misses numeric
@attribute branch-loads numeric
@attribute L1-dcache-load-misses numeric
@attribute branch-store-misses numeric
@attribute branch-stores numeric
@attribute dTLB-load-misses numeric
@attribute dTLB-loads numeric
@attribute iTLB-load-misses numeric
@attribute iTLB-loads numeric
@attribute L1-dcache-loads numeric
@attribute L1-dcache-store-misses numeric
@attribute L1-dcache-stores numeric
@attribute L1-icache-load-misses numeric
@attribute L1-icache-loads numeric
@attribute branch-misses numeric
@attribute bus-cycles numeric
@attribute cache-misses numeric
@attribute cache-references numeric
@attribute cpu-cycles numeric
@attribute instructions numeric
@attribute label {malware,benign}

@data
1900370,8308573,1427136,2090291,9033130,1286494,20159769,829735,241447689,18630205,1432637,18649826,3115289,45544919,2047680,463673581,1536392,20109582,448623306,53425060,benign
1989456,8654136,1406588,1980360,8416871,1288796,19901384,849704,258726965,18589443,1440952,18569822,2983118,46839718,2025139,466792697,1495138,19103872,457224820,53007451,benign
2044571,8841489,1451828,1995564,8577959,1329846,17805004,894236,273150275,18009156,1442647,18048098,2872010,47203677,1969148,470656466,1507439,19041005,462836381,55586384,benign
1980326,8608578,1445823,2113740,10203368,1419716,18378414,911014,274507656,21300634,1610690,21261692,3091735,53720413,2180646,472761256,1662521,22052134,438491603,53375359,benign
1932909,8393187,1448447,2254416,11190402,1601737,29933188,1003428,240885272,24128497,1555199,24128497,3578858,51105053,2234620,434822874,1554457,24215304,444406374,64310657,benign
1817803,8025106,1375774,2110385,8798316,1212717,19801663,871154,234698974,18274535,1385223,18282228,3335938,45916844,2188227,424882708,1465891,19029555,413783364,52746819,benign
2978666,20072721,2288622,2035831,8600458,1245201,19419146,829018,244611775,18544778,1413124,18564601,3031662,46268175,2008005,453296609,1484514,19382313,460403547,53170045,benign
2071860,8850969,1441797,2001730,8574384,1295474,18698586,867113,262261136,17741923,1381052,17714407,2976541,46110286,1995635,447664297,1416041,18337927,445575430,52108448,benign
2040368,8827845,1430059,2242316,12521397,1839860,28636171,1139958,284496753,25868543,1582956,25908226,3290774,53371283,2039212,471451942,1608282,26668210,474160663,72126062,benign
1894205,8327047,1368086,1987311,8591791,1304563,18117756,905032,281153320,18228265,1442978,18237374,2877017,47280781,1978908,452893263,1459074,18899486,446673353,53155422,benign
1892190,8346253,1414564,1874642,8056628,1223041,17664848,875959,265258393,18123559,1425826,18142758,2971271,45706753,1980650,443817622,1445459,18255782,437213511,53241155,benign
2260581,12714097,1561413,2037787,8545888,1208737,19791304,793415,210705880,17831933,1318051,17790712,3115808,43966615,2031072,391728356,1401654,19124894,368692601,51939907,benign
1879493,8278975,1421425,1945105,8318169,1146025,18970364,820442,233242820,18750958,1431120,18724188,2996959,45458663,2002272,413778678,1435049,19199951,394629710,51762733,benign
2030097,8990860,1447658,1916485,8237233,1253168,18431378,871679,268209245,17657276,1378266,17660698,3007206,46257121,2006544,444809547,1422277,18695580,464514231,52238799,benign
2074866,8927824,1374506,1875900,8140905,1251215,17747016,885135,274561081,18044183,1440783,18088447,2863971,46093875,1943196,449009501,1454092,18426069,451422187,52097336,benign
1889523,8261590,1396150,1933202,8353562,1291238,17986715,879070,266763108,17512685,1381858,17464999,2822855,46160428,1940001,430568003,1399297,18451589,451826171,59602292,benign
1947336,8527750,1456846,2002178,8428775,1186385,19023182,818553,216642911,18018008,1314448,18018008,3271676,44546434,2105790,425103405,1452660,18831813,389767689,51705048,benign
2215951,13446093,1668582,2287453,14258698,1515867,31050142,811956,261499108,29327375,1723240,29344203,3003797,68388134,2316003,452657794,1681568,31984184,554801339,84886208,benign
1940354,8460882,1382125,1931491,8306984,1233451,17886105,884276,272318963,18226523,1410513,18291057,2963946,47073360,2002051,449266884,1456279,18835741,434923704,50971864,benign
1995959,8596827,1427163,1869229,8062162,1254987,18039355,868765,267430623,17606491,1393751,17546576,2833856,45496817,1919559,434209889,1398766,17680090,441310233,52506322,benign
1952737,8589551,1418620,1855993,7994693,1248589,17401143,874726,259715637,17152533,1368221,17215558,2815584,46090852,1921266,429857067,1432223,18390123,415336546,50592312,benign
1885878,8283316,1405035,2241502,11286984,1548619,26164034,1001150,258650691,23755024,1565715,23670552,3519142,53871077,2261689,457922028,1609996,24604587,445151344,64470865,benign
1805288,8007303,1364251,2007406,8483910,1183320,18858922,834846,221306025,18517711,1403121,18531104,3086899,45841176,2043167,419832941,1443071,19063371,383715119,52928805,benign
2152701,10978327,1539577,1932554,8244247,1208002,19541867,841885,249197288,18307046,1392232,18293653,3037798,44968762,2010172,456539970,1498773,19244496,432516681,51207589,benign
1994510,8618718,1400253,1928693,8293031,1254581,17856561,858669,258054342,18091632,1384257,18105732,2930925,44783264,1939326,431152501,1396363,18195548,433968943,53080790,benign
2028194,8699098,1422385,2146741,12264607,1770003,28157392,1106990,278701572,25900378,1565247,25922323,3347399,53938481,2077888,457085524,1537822,26114128,463669829,70529139,benign
1849104,8155680,1365276,1844847,8001215,1252756,17700894,876732,265031409,17559466,1407858,17536178,2864942,46447619,1952847,432406658,1428058,18441938,438313962,51349066,benign
1910164,8438590,1435453,1890674,8127606,1210854,17666579,883733,264997152,17624039,1393234,17628149,2952904,45317817,1964986,433708355,1439464,18558305,433949715,51628945,benign
2235107,12558616,1582104,1991920,8448037,1150203,20235097,779468,206613942,18368849,1337069,18351982,3014243,44632225,1995255,379118848,1398219,19479294,353417590,53346230,benign
1874202,8224258,1410325,1977597,8419152,1176110,18994160,828089,231442804,18048392,1400000,18188851,3153288,46071237,2080957,420807218,1405121,18067809,388242778,53079004,benign
1931201,8368103,1366664,1901513,8177281,1233854,18352867,878763,278164994,18263904,1399039,18123445,2888025,45507885,1952623,451616349,1458470,19017721,460606102,52493045,benign
1960577,8410049,1385228,1894487,8127208,1243744,17612048,868738,268704061,17288736,1376245,17304976,2870929,47026220,1949442,448771360,1440097,18292905,461739734,52282504,benign
3777063,28157009,1623853,6078726,61974270,2821025,140211831,1032788,128873901,93157762,2214000,93115523,11511592,159260043,6966092,705309355,3892303,163501620,748442463,366444300,benign
1277389,29134870,1130373,2656776,43981602,2313326,94896564,1067439,194766038,85676577,2130120,85676577,3613086,85813878,2441579,376661113,1959238,84740346,390805208,201202163,benign
849611,6078639,561381,505960,2911068,308997,2651115,115336,35333524,2208818,204884,2208818,408599,5109005,272519,56116032,214266,2227320,72192953,9153656,benign
1771545,16865640,1343511,1327027,7823864,821280,15525569,365673,109370904,15064048,832294,15069328,1759971,28882901,1197573,214006919,804149,14722336,207718666,34265539,benign
2179876,19429681,1374321,628376,4353748,418865,9873650,151000,49038913,6551403,408193,6566980,682742,16578058,605938,127670242,472694,7508777,130887913,21728900,benign
949721,10538541,714070,1214566,7145524,668476,16611729,442663,118777009,16394571,909607,16373714,2047266,31934963,1358644,208897573,904851,17811699,217451513,50040732,benign
250332,833722,184543,307505,1018332,177609,6662603,233756,45017005,6830267,410472,6830267,808844,16136667,579600,83627133,360412,5676456,66471033,9037771,benign
936556,12589448,654787,287703,2066710,211076,7008897,181573,37545108,4568606,213670,4568606,540087,9521039,357850,66756315,275665,5915251,91622944,22195851,benign
1222261,5961347,847324,1130489,4697879,619725,11247426,418773,136326892,10037665,779925,10054908,1727214,22562792,1111072,207077776,779609,10794485,191360880,26878444,benign
2051185,23417274,1567570,967921,4339290,606480,10804964,416946,93494222,9582728,670440,9565485,1441487,21498803,953114,143355972,606935,8911294,123460835,21885204,benign
262357,813966,188678,313496,1033786,174335,3306404,152695,40547468,2238715,209267,2238715,533975,6575892,348346,63665814,279185,3464357,73728555,9776245,benign
788810,12777555,608598,361996,2046380,327786,4915892,227474,41270353,4691943,268863,4691943,487433,9761222,342631,67960157,268434,4734780,60015106,13285816,benign
1043019,4446167,705458,985783,4158049,547965,9226701,356208,112280818,9298350,693636,9506682,1599218,19460920,1009046,185608220,653114,9048209,168982782,20902816,benign
648332,9131324,519509,657267,4444345,538214,6473700,236827,44179422,9066326,510016,8857994,742649,19599075,636744,113219398,572313,9725904,99627323,17363385,benign
1879770,12640956,1243325,923853,3502381,403792,8671898,292006,84210973,7505787,601281,7524058,1354024,16576540,864233,154558101,612853,7670592,168575611,19938108,benign
613483,8732725,466099,404240,2112113,321476,8737087,289243,54104431,4860148,299583,4841877,567917,12531594,443807,71286968,322095,5640472,89813396,22589622,benign
436607,2708097,301619,190117,598186,110296,1483435,85207,22549020,1388820,141358,1406984,255321,3368469,176211,37729958,139153,1415601,37756540,3713903,benign
1217863,13785624,870742,1247591,5919315,679916,13967648,493880,135867381,12561371,806736,12543207,1789012,25268302,1150244,225972519,799627,11915258,239966696,32760978,benign
830941,3223385,590532,783471,2857919,373665,6766266,246248,67597865,6650484,539734,6822743,1146801,13539410,740446,125671295,525742,6489110,112436328,14395592,benign
1116418,18667799,794145,498001,2455486,380284,6281999,257562,59975942,5238886,329701,5066627,703274,9342884,443547,93546837,374183,5788484,106254599,16725892,benign
218852,673443,146939,231370,706291,122690,1861531,94414,23475485,1647513,160496,1647513,354902,4002320,234878,42183211,161217,1703170,40628258,4473390,benign
1493176,13371701,957264,1144560,5252871,532750,12133154,351960,106799732,11313791,741239,11354923,1704940,21934857,1067728,178066469,699024,11137671,149173345,24388101,benign
255230,820711,183745,328886,1136979,194978,3589133,155437,40320864,2257474,201782,2216342,565604,7062792,369354,62843400,250149,2926580,76337347,9419232,benign
1072694,13200827,771831,909043,4016693,577658,10033142,355390,86274732,9209087,659885,9209087,1408926,20334489,922434,153202550,656065,9451833,169551915,24267530,benign
312211,1124581,216996,317115,1124224,176493,2882997,133017,33054660,2824766,218091,2824766,417211,6123836,300941,52110603,230750,2803779,52365441,6812370,benign
404119,10540523,327110,264425,1438073,240418,3305091,145985,32161282,3194073,198775,3194073,381022,7648193,267892,54531488,200607,3279282,52628271,8643412,benign
1042597,4400616,705750,1089180,4539299,558834,11236584,371175,109446799,9921216,719877,9921216,1629795,21709455,1052593,199545410,721157,10032666,200388223,25171963,benign
1246401,15129802,899417,825485,3721204,503844,8149878,271401,62698132,8724951,614447,8724951,1247140,18190878,824050,137512900,592936,8462808,136082938,19597170,benign
260056,803240,189742,407386,1431586,234348,4460995,180902,48167056,2862870,261477,2862870,682219,7835711,437687,79007348,300304,3415800,85270631,9891215,benign
1829339,22984237,1359124,320937,1615458,266229,4447269,178529,41031175,3616866,237435,3616866,482305,8440225,331316,70716160,261668,4006994,66566487,10906181,benign
1052599,4433532,693254,910117,3831517,497321,9267255,307134,92016267,8929169,661187,8929169,1376793,19059299,897144,175139754,619870,8662313,183790184,21528919,benign
1158494,18390434,874658,456853,2193669,337934,5508593,230295,55683891,4399381,290781,4399381,665786,11291610,458625,94410244,352589,5062832,87713528,13167290,benign
905610,3385739,564413,922128,3419237,417845,7861522,299745,88439163,7285855,588688,7285855,1377919,16398639,871300,149508041,597732,7610287,151756207,19565422,benign
471031,12171590,383400,338288,1634067,268195,3806928,173769,35587771,3738337,249234,3738337,494479,8552844,340742,61963903,256508,3822708,58657408,9600104,benign
184806,577261,140638,187702,578156,110095,1411995,86764,23470947,1443899,149210,1443899,299831,3581242,196822,38582489,150940,1595294,37300883,3758952,benign
1300797,15930475,927278,1195749,5581136,663658,12936407,444898,124853682,11687282,793715,11746455,1775064,26049987,1152414,232864995,809958,11880385,229493969,30882231,benign
809103,3036493,557455,686692,2415385,328736,5334034,215184,61057447,5798773,502091,5739600,1155786,12485135,721530,110084796,474119,5712456,105414147,14286484,benign
547342,12420404,408697,526960,2513997,357067,6537529,253186,59096488,4961101,334153,4961101,772734,12337344,519803,96590543,380121,5659080,93684241,13929210,benign
220360,681073,150993,231926,710684,132806,1844564,99256,25521712,1660318,165435,1660318,363891,4310145,239352,41634796,165663,1774691,42007521,4589480,benign
1959919,24342315,1359423,992418,5056246,526991,10640133,368306,101854482,10829082,716052,10829082,1411782,23125906,978921,202327654,700265,10415361,194764660,27496919,benign
276299,902092,199589,418285,1501708,201457,4062455,202814,57760600,2876654,257883,2876654,666355,8581398,419860,76071268,304440,3644761,74003196,8435241,benign
1083982,15062892,799723,1327640,9405018,784448,9625305,359161,97405173,20172670,1021687,20172670,1496251,39575586,1252111,224081880,937775,19369864,155673528,23458278,benign
264557,817451,181710,268489,821806,144754,2153534,113546,27038241,1914033,187061,1914033,409778,4754591,267794,43536946,195763,1970142,43415335,5163673,benign
424650,12482970,351967,244379,1349398,222654,16423744,169895,48462708,3132358,194736,3132358,380113,7152610,268852,51090068,193586,3191159,143198750,35701490,benign
1304343,8656056,940739,1049530,4417267,571306,10727453,395770,123894628,9745487,717905,9745487,1646742,21836633,1057103,193763601,722810,10330694,211506322,25737931,benign
1047707,14983929,765548,688028,3007184,453817,6539482,266570,64537837,7207405,526840,7379235,1000435,14880959,673051,111842463,488997,6802008,123504716,18683471,benign
334495,1152467,243077,492533,1849814,245273,5161773,189893,49597529,3595083,304858,3423253,798606,10315313,511128,96071686,362696,4484684,77248821,9686645,benign
458796,12576081,362113,296417,1519851,252287,3467977,154720,29532646,3406235,217528,3406235,401698,7709711,283831,50608408,223978,3489216,50321140,8769304,benign
968441,4097356,650696,816860,3409162,470757,8179500,295066,93662937,7794197,578175,7799394,1340674,15496886,833084,150067794,550713,7473129,160778296,20831312,benign
1367558,21774300,1011979,526660,2568077,380657,6321444,249055,62072637,5458445,363770,5453248,839725,13827295,569511,101300098,387505,6451976,84767695,13771652,benign
828542,3153868,583565,846195,3192086,432469,8115592,307059,87268677,7372972,583939,7372972,1398097,15657629,874718,157169505,616335,7303893,152430019,18901011,benign
511420,13189041,394301,350706,1723710,272687,3983257,169065,34338160,3916806,253122,3933944,502362,9017958,356785,65866275,264632,3958866,61345303,9691933,benign
180092,556606,129516,200069,619157,115760,1459710,84768,23033781,1412317,142428,1395179,311219,3940956,209198,38127735,142847,1486050,40973772,4076779,benign
1286176,16772880,932355,1144450,5318040,665737,12965206,441689,126858978,11593832,768427,11593832,1815777,24871329,1163398,224375405,796863,11802484,228920667,30688326,benign
733693,2739691,521804,596665,2068970,314950,4477599,198578,54221484,4683679,424759,4683679,874304,10596780,564752,93727025,412725,4594910,106911065,13221007,benign
851636,15532304,616493,591346,2820566,403858,6925123,278684,70910613,5867318,399307,5867318,941443,14571428,631020,104046546,416821,6965480,106424290,15139056,benign
222622,687653,151995,219961,664532,124775,1910029,99046,24162183,1736359,164949,1736359,372704,4635489,246608,43759002,177320,1917208,40864692,4479159,benign
1213805,16725640,868402,825958,4290876,465901,9283180,322948,88436372,9209914,629370,9214840,1266428,19341531,839796,170847048,592457,8758451,172808557,23757777,benign
307354,1056714,217213,515139,1948461,272270,5309880,193700,51232088,3877637,320219,3872711,742902,10804049,502711,98189211,369089,4454398,81548687,10560865,benign
18198,57332,6269,101668,482770,21064,145776,2932,554939,726189,35632,726189,110516,1355895,72878,10106596,39797,1012284,7336204,1602988,benign
461537,9828767,362662,354974,24760288,229265,21195643,92541,42265737,34548582,421299,34548582,193274,59337643,895948,66319345,373048,36875508,174998730,94075473,benign
656018,7146602,423037,751003,6029597,891436,16319391,255874,36246897,13303596,477183,13303596,733355,19862266,574945,98170224,476750,13255734,119449811,35848823,benign
15195,128698,10341,14029,144619,5705,244456,1906,2087862,216340,10177,216340,23272,947806,15948,3470140,10423,217519,4686027,2415265,benign
180935,2550872,132127,197164,3085772,62300,2983332,7122,8641799,3401928,191219,3401928,47308,7770248,186878,47684355,189797,3410460,47390328,10524719,benign
0,0,0,1955001,20020366,2178851,48137565,794333,104415585,41020275,1649730,41020275,1894172,76506145,1997895,0,0,0,215282661,108366218,benign
8010,51688,7865,9380,60364,11057,121884,4283,1025760,118086,8249,118086,10449,324212,9087,3308479,8694,123969,2515272,356101,benign
